domain,keyword,title,url,source_domain,seendate,language,country
reforestation,tree planting,Environmental Protesters Return to Washington as Trump Passes Milestone,http://www.foxbusiness.com/features/2017/04/29/environmental-protesters-return-to-washington-as-trump-passes-milestone.html,foxbusiness.com,20170429T191500Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump passes milestone,http://wibqam.com/news/articles/2017/apr/29/environmental-protesters-return-to-washington-as-trump-passes-milestone/,wibqam.com,20170429T190000Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump ...,http://news.trust.org/item/20170429181048-qfv61,news.trust.org,20170429T190000Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump passes milestone,http://uk.reuters.com/article/us-usa-trump-protest-idUKKBN17V0B7,uk.reuters.com,20170429T184500Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump passes milestone,http://www.channelnewsasia.com/news/world/environmental-protesters-return-to-washington-as-trump-passes-milestone-8806530,channelnewsasia.com,20170429T184500Z,English,United States
reforestation,tree planting,DVIDS,https://www.dvidshub.net/news/232043/us-soldiers-plant-trees-honor-earth-day,dvidshub.net,20170429T184500Z,English,United States
reforestation,tree planting,SK celebrating Arbor Day with tree planting at WES,http://www.ricentral.com/narragansett_times/sk-celebrating-arbor-day-with-tree-planting-at-wes/article_893416e2-2c2a-11e7-bfe5-cfc8d513805c.html,ricentral.com,20170429T183000Z,English,United States
reforestation,tree planting,Willard Prior 5th graders help Oneida celebrate Arbor Day,http://www.oneidadispatch.com/general-news/20170428/willard-prior-5th-graders-help-oneida-celebrate-arbor-day,oneidadispatch.com,20170429T181500Z,English,United States
reforestation,tree planting,-- > Climate protests to mark Trump 100 days in office,http://www.thegazette.com/subject/news/nation-and-world/climate-protests-to-mark-trumps-100-days-in-office-20170429,thegazette.com,20170429T173000Z,English,United States
reforestation,tree planting,Tens of thousands to protest Trump climate policies,http://mwcnews.net/news/americas/65129-trumps-climate-policies.html,mwcnews.net,20170429T170000Z,English,United States
reforestation,tree planting,Hamilton celebrates Arbor Day with tree planting,http://ravallirepublic.com/news/local/article_13045cc9-74a3-5095-84b7-dc6a04269ea9.html,ravallirepublic.com,20170429T161500Z,English,United States
reforestation,tree planting,People Climate March Floods DC on Trump 100th Day,http://www.telesurtv.net/english/news/Peoples-Climate-March-Floods-DC-on-Trumps-100th-Day-20170429-0001.html,telesurtv.net,20170429T160000Z,English,United States
reforestation,tree planting,Climate protests to mark Trump 100 days in office,http://mobile.reuters.com/article/BigStory12/idUSKBN17V0B7,mobile.reuters.com,20170429T154500Z,English,United States
reforestation,tree planting,5 Fucked Up Facts About Trees to Celebrate Arbor Day,https://www.inverse.com/article/30934-tree-facts-arbor-day-flat-earth-genetic-modification,inverse.com,20170429T154500Z,English,United States
reforestation,tree planting,Seventh graders continue decades,http://kpcnews.com/news/latest/heraldrepublican/article_d689fbd2-1c79-5d7e-9098-654535de220c.html,kpcnews.com,20170429T154500Z,English,United States
reforestation,tree planting,Climate Protests to Mark Trump 100 Days in Office,http://www.newsmax.com/Newsfront/climate-protests-trump-100/2017/04/29/id/787185/,newsmax.com,20170429T154500Z,English,United States
reforestation,tree planting,Emporia celebrates Arbor Day with tree,http://www.emporiagazette.com/latest_news_and_features/article_57d33526-4aa8-5be9-ac9e-44b1c241c84f.html,emporiagazette.com,20170429T150000Z,English,United States
reforestation,tree planting,Plant It Forward with ReTree Nebraska,http://www.kearneyhub.com/news/life/plant-it-forward-with-retree-nebraska/article_621bdfe2-2c2d-11e7-8e3a-6f0814acecea.html,kearneyhub.com,20170429T144500Z,English,United States
